epoch	loss	acc	val_loss	val_acc
37	0.05499743269586811	0.9792647432060937	0.06181224650190982	0.9772981062892399
38	0.05397381466156694	0.9797358624540198	0.06333896322465891	0.9766779143917519
39	0.05118677615860909	0.9808903501432871	0.059498151699822255	0.9788315254924207
40	0.05054080200358153	0.9811574426404518	0.059516387711243644	0.979018742650438
41	0.050249956079725586	0.981289595598153	0.05872725777224892	0.979117383593919
42	0.04985371953504869	0.9814157064128521	0.059174900752037865	0.9791312630201293
43	0.04964936964362472	0.9814964486326431	0.058879959335789135	0.9792440209834221
44	0.049355713972064175	0.9816270689290189	0.058436247355797714	0.9793023634121905
45	0.048976247440393555	0.9817745228591217	0.058797853035291586	0.9793136194090529
46	0.048808421900839984	0.9818358739768539	0.05882072252153731	0.9793307492477259
47	0.04766071645311966	0.9823252131188319	0.05746402434850028	0.9798786334925457
48	0.047392301229115474	0.9824330544120213	0.05790540505084612	0.9798790327817923
49	0.0471619574025157	0.9825120092162027	0.05751454422192384	0.9798859757948086
50	0.04697013408889072	0.9826017968673243	0.05763592149508041	0.9799966746135567
51	0.04683898215675654	0.9826602439516436	0.05737968888713827	0.9799012378837823
52	0.0467277528041229	0.9826829129472983	0.0580625725607146	0.9798720600695758
53	0.04652125395168869	0.9827718445247706	0.05733942681968625	0.979965681848229
54	0.04591660900081848	0.9830325441782307	0.05732251429176248	0.980180730456712
55	0.0458487148226238	0.9830594885793853	0.05704020605032625	0.9802246786731337
56	0.04561024098451098	0.9831522654577224	0.05691828453674861	0.9802289058592906
57	0.04562797157315203	0.9831367783823535	0.05706863954766399	0.9802495369036718
58	0.0453465123921762	0.9832683382919325	0.056782207919033344	0.9804086784177998
59	0.04524688603290246	0.9833086382691383	0.056866981624061674	0.9803846286654885
60	0.045288366227631244	0.9832812621090997	0.056982511164665635	0.9804166444032663
61	0.045072373902588336	0.9833725154244786	0.056820155930250985	0.9804328337672672
62	0.044981525794111014	0.9834162942864847	0.056635551940920445	0.9804527949296892
63	0.04493933708987749	0.9834268665892708	0.05666045523586983	0.9804745809429657
64	0.044957645104976705	0.9834125300438014	0.056587235737836895	0.9804583387803867
65	0.04485288755087778	0.9834442064230688	0.05655970646770974	0.9804703636565423
66	0.044826435044743866	0.9834808554736201	0.056561716094252146	0.9804997757644389
67	0.044839506109422014	0.9834711450343533	0.05655548795670993	0.9804904964143429
68	0.044850935548841175	0.9834584040116561	0.05658150595777175	0.9805089891163123
69	0.04481414507295862	0.9834628109299196	0.056573369827082824	0.9805075701545266
70	0.04484688912753374	0.9834673386083307	0.056603990920584095	0.9805035739621489
71	0.04475954127500394	0.9834867735479773	0.05667456566874956	0.9805137871870945
72	0.044765253949519454	0.9835001225070341	0.0566352724345807	0.9805173774904034
73	0.044719005260432376	0.9835181852474693	0.05655736058537935	0.9805150906519906
74	0.04477415312362668	0.9834917007274248	0.056579805356305364	0.9805126751170439
75	0.04471631579469414	0.9835114938118927	0.056520926041019416	0.9805168033058668
76	0.04474931337579064	0.9835238692456499	0.05653465537927967	0.9805261420543631
77	0.04475078577174121	0.9835008040574562	0.056578895702287815	0.9805343852323645
78	0.0446130846758718	0.983546511773327	0.056581147917414205	0.9805220006658957
79	0.04465503013286504	0.9835456920931469	0.056587000026216146	0.9805287621837999
80	0.0446533781055487	0.9835406507705463	0.05658707459002836	0.9805353488064142
81	0.04466763282225428	0.9835295094062428	0.0565954071169906	0.9805249342868897
82	0.0446095662312671	0.9835576944938454	0.05648998662210666	0.9805360120885512
83	0.04468719632641864	0.983531445704226	0.05653356660196113	0.9805309236255897
84	0.044602002975985676	0.9835707415525332	0.05653929838646448	0.9805213406836698
85	0.04463095169478877	0.9835548342980205	0.05655232455362292	0.9805284915910872
86	0.04465471759457901	0.9835405184306586	0.05655204315241233	0.9805283628945533
87	0.04449171298615641	0.9836061317199019	0.05655405941744783	0.9805470469913681
88	0.04459214901288282	0.9835649582994367	0.056564708759163904	0.9805335800540489
89	0.04452744884301762	0.9835811012843745	0.05657241763514837	0.9805354775029482
90	0.04467474042897574	0.983517115775751	0.056528564793892386	0.9805405758656432
91	0.0446361102283337	0.9835426995574342	0.05655379568236303	0.9805376554442937
92	0.04458551673607938	0.983575952435615	0.05654925306466212	0.9805458887225617
93	0.04461768928653555	0.9835504877598309	0.05647027020739024	0.9805526106415323
94	0.04452245406231359	0.9835777820345638	0.056560044412124116	0.9805523301490863
95	0.0445418244474935	0.9835814701818117	0.05656969419657978	0.9805613884051366
96	0.04453206737909437	0.9835854503039371	0.05656646223655003	0.9805441331698408
97	0.04450704627294749	0.9836012243914377	0.05657195230256315	0.980553366321181
98	0.044583253733690986	0.9835739995951458	0.05645735426499769	0.9805464398077203
99	0.04454845691815419	0.9835842964655404	0.05653752145521781	0.9805522905501527
